explanation,token_count,length_bin,group,llm_likeness
"The premise provides related context (A man is standing outside next to a garbage can), but it does not provide enough evidence to confirm or deny that A young black man stands beside an overfilled garbage can.",10,06-10,old_llm,0.714595853064636
"The premise provides related context (A black man in a blue suit is talking on a cellphone while smoking), but it does not provide enough evidence to confirm or deny that The man is talking to his friend on the phone.",10,06-10,old_llm,0.9434343788925176
"The premise provides related context (A little blond boy is playing doctor with red blue and yellow toy gear), but it does not provide enough evidence to confirm or deny that Boy playing doctor on a friend with his toys.",9,06-10,old_llm,0.908721969967042
"The premise provides related context (Three dogs run through the grass while wearing colored shirts), but it does not provide enough evidence to confirm or deny that Three small dogs run through the grass during the day.",10,06-10,old_llm,0.8382506327393865
"The premise provides related context (Woman adjusting her eyeglasses), but it does not provide enough evidence to confirm or deny that Woman adjusting her eyeglasses after reading.",6,06-10,old_llm,0.9304165746626322
"The premise provides related context (A family smiling on the couch), but it does not provide enough evidence to confirm or deny that A family is sitting on a couch watching TV.",9,06-10,old_llm,0.7472798419726218
"The premise provides related context (A dog is on the beach near a ball), but it does not provide enough evidence to confirm or deny that A dog is playing ball with his owner.",8,06-10,old_llm,0.8924262033431024
"The premise provides related context (Two girls one wearing a pink shirt and the other wearing a blue shirt are standing), but it does not provide enough evidence to confirm or deny that Two girls hiding behind a wall.",6,06-10,old_llm,0.8109853874818015
"The premise provides related context (A young man in a backwards baseball cap balances his skateboard on the edge of the), but it does not provide enough evidence to confirm or deny that The man has a colorful skateboard.",6,06-10,old_llm,0.8075677612046424
"The premise provides related context (A man is painting a city scene on a canvas in the street), but it does not provide enough evidence to confirm or deny that A man is painting New York City.",7,06-10,old_llm,0.8122472209793322
"The premise provides related context (A few people are sitting inside of a building with lots of photography on the walls), but it does not provide enough evidence to confirm or deny that The people are viewing a new art exhibit.",8,06-10,old_llm,0.8282649167645513
"The premise provides related context (A boy plays his trumpet during a performance with his band), but it does not provide enough evidence to confirm or deny that A great human with a big trumpet.",7,06-10,old_llm,0.8461115749265242
"The premise provides related context (Children on the beach with their dog), but it does not provide enough evidence to confirm or deny that The children are playing catch with their dog.",8,06-10,old_llm,0.9116357594961625
"The premise provides related context (A woman in a gray shirt is looking at something), but it does not provide enough evidence to confirm or deny that A woman in a gray shirt looking onward.",8,06-10,old_llm,0.8008401524874964
"The premise provides related context (A man is renovating a room), but it does not provide enough evidence to confirm or deny that A man is using a hammer in a room.",9,06-10,old_llm,0.8055693569042651
"The premise provides related context (Three men are playing soccer two of them in blue uniforms and the other in a), but it does not provide enough evidence to confirm or deny that An intense game of soccer at the World Cup.",9,06-10,old_llm,0.7289564758941415
