explanation,question,answer,system,correct_label,complete_label,ebr_num,split,source
This is a sufficient answer,How was the object first spotted?,The object was first spotted over Alaska on Friday evening by the Pentagon.,text-davinci-003_few_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
"This is a valid, if concise, answer",How was the object first spotted?,The object was first spotted over Alaska on Friday evening by the Pentagon.,text-davinci-003_zero_shot,correct,complete,90.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
It was announced by the Pentagon but not spotted by them. The object was spotted by NORAD.,How was the object first spotted?,The object was first spotted over Alaska on Friday evening by the Pentagon.,text-davinci-003_zero_shot,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
Sentence 6 confirms the machine response,How was the object first spotted?,The object was first spotted over Alaska on Friday evening by the Pentagon.,text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
This is a valid answer,How was the object first spotted?,The object was first spotted over Alaska on Friday evening by the Pentagon.,text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The document does not specific this information. The answer merely repeats what was in sentence 6.,How was the object first spotted?,The object was first spotted over Alaska on Friday evening by the Pentagon.,text-davinci-003_zero_shot,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The answer is correct and complete.,How will the team recover the object?,The team will be conducting search and recovery operations for the object shot down over Alaska. The recovery activities are occurring on sea ice.,text-davinci-003_few_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
This is a fully sufficient answer,How will the team recover the object?,The team will be conducting search and recovery operations for the object shot down over Alaska. The recovery activities are occurring on sea ice.,text-davinci-003_few_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
"According to info in sentences 27-29, the incident talked about by the answer was separate from what the question is asking about. Info about the recovery operations beyond what was given in sentence 7 was not talked about in the document.",How will the team recover the object?,The team will be conducting search and recovery operations for the object shot down over Alaska. The recovery activities are occurring on sea ice.,text-davinci-003_few_shot,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
Sentence 41 confirms the machine response,How will the team recover the object?,The team will be conducting search and recovery operations for the object shot down over Alaska. The recovery activities are occurring on sea ice.,text-davinci-003_few_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The question is answered sufficiently,How will the team recover the object?,The team will be conducting search and recovery operations for the object shot down over Alaska. The recovery activities are occurring on sea ice.,text-davinci-003_few_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The question is answered sufficiently,How will the team recover the object?,"The team will recover the object by conducting search and recovery operations on sea ice. The Pentagon has said that the object was shot down in Canadian territory in central Yukon, and Canadian authorities will be leading the recovery operation.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The answer is correct and complete.,How will the team recover the object?,"The team will recover the object by conducting search and recovery operations on sea ice. The Pentagon has said that the object was shot down in Canadian territory in central Yukon, and Canadian authorities will be leading the recovery operation.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
Sentence 40 and 41 corresponds to the machine response,How will the team recover the object?,"The team will recover the object by conducting search and recovery operations on sea ice. The Pentagon has said that the object was shot down in Canadian territory in central Yukon, and Canadian authorities will be leading the recovery operation.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
